epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,1478.03,0.86415,0.45976,0.85073,0.1297,0.09868,0.06177,0.02184,3.07491,2.96745,1.31966,0.000594286,0.000594286,0.000594286
67,1500.28,0.8637,0.46107,0.84824,0.14592,0.11466,0.0796,0.03118,2.99178,2.86723,1.34209,0.000577782,0.000577782,0.000577782
68,1522.63,0.88065,0.47385,0.85537,0.17918,0.11278,0.08511,0.03658,2.97972,3.10838,1.35084,0.000561279,0.000561279,0.000561279
69,1544.91,0.85812,0.45561,0.84976,0.14194,0.08647,0.05909,0.02054,2.99128,2.99066,1.39067,0.000544776,0.000544776,0.000544776
70,1567.08,0.85137,0.45477,0.84792,0.15076,0.11654,0.08146,0.03229,2.99494,3.1433,1.34144,0.000528272,0.000528272,0.000528272
71,1589.32,0.86045,0.46338,0.85074,0.18971,0.14004,0.10723,0.04469,3.04957,2.92035,1.33305,0.000511769,0.000511769,0.000511769
72,1611.43,0.86005,0.46231,0.84964,0.17479,0.08082,0.06087,0.02054,3.07458,2.93619,1.42935,0.000495266,0.000495266,0.000495266
73,1633.74,0.86714,0.46883,0.85044,0.18988,0.1062,0.09006,0.0366,3.01452,3.00793,1.33083,0.000478762,0.000478762,0.000478762
74,1656.16,0.85579,0.4543,0.84721,0.14878,0.10056,0.06779,0.02507,3.06722,3.05294,1.34362,0.000462259,0.000462259,0.000462259
75,1678.75,0.84034,0.44979,0.84497,0.19958,0.12312,0.10365,0.03918,3.03566,2.84249,1.33084,0.000445756,0.000445756,0.000445756
76,1701.16,0.85795,0.46111,0.84549,0.185,0.1156,0.09134,0.03793,3.0723,2.97302,1.30689,0.000429253,0.000429253,0.000429253
77,1723.73,0.85262,0.44947,0.84451,0.15507,0.08835,0.06715,0.02546,3.04823,3.10308,1.26491,0.000412749,0.000412749,0.000412749
78,1746.07,0.85366,0.44944,0.84644,0.19841,0.11372,0.09396,0.03606,3.07988,2.81304,1.2827,0.000396246,0.000396246,0.000396246
79,1768.72,0.84663,0.45195,0.84452,0.1643,0.1015,0.08041,0.03212,3.07622,3.11307,1.34516,0.000379743,0.000379743,0.000379743
80,1791.08,0.82745,0.43155,0.8396,0.20216,0.125,0.10371,0.04554,3.03433,2.78096,1.2629,0.000363239,0.000363239,0.000363239
81,1813.47,0.84437,0.44959,0.84555,0.1938,0.10526,0.09284,0.03729,3.08758,2.85632,1.25886,0.000346736,0.000346736,0.000346736
82,1835.78,0.83404,0.44015,0.84355,0.19044,0.10985,0.0929,0.03834,3.04627,2.80116,1.2657,0.000330233,0.000330233,0.000330233
83,1858.06,0.85128,0.44927,0.84572,0.15276,0.10808,0.08313,0.03021,3.02265,2.97209,1.27608,0.000313729,0.000313729,0.000313729
84,1880.33,0.85439,0.45536,0.84743,0.1416,0.0968,0.06599,0.02322,3.03945,3.02179,1.31825,0.000297226,0.000297226,0.000297226
85,1902.5,0.83581,0.44443,0.8438,0.18043,0.1062,0.08854,0.03748,3.04284,2.93342,1.28163,0.000280723,0.000280723,0.000280723
86,1924.64,0.83465,0.44073,0.84203,0.19809,0.13252,0.1073,0.04603,3.00676,2.79577,1.28284,0.00026422,0.00026422,0.00026422
87,1946.82,0.81376,0.42466,0.83755,0.15163,0.0968,0.06635,0.02443,3.11319,2.98753,1.32777,0.000247716,0.000247716,0.000247716
88,1968.8,0.81154,0.42739,0.83865,0.19697,0.11842,0.09606,0.04058,3.00779,2.9198,1.2596,0.000231213,0.000231213,0.000231213
89,1990.88,0.82403,0.43214,0.83942,0.14819,0.08741,0.05431,0.02146,3.0539,3.19706,1.32071,0.00021471,0.00021471,0.00021471
90,2012.98,0.83032,0.44127,0.84321,0.17213,0.10244,0.08058,0.03383,3.04716,2.9439,1.33774,0.000198206,0.000198206,0.000198206
91,2039.22,0.80892,0.42607,0.83494,0.20208,0.12495,0.10048,0.03874,3.029,2.99422,1.26641,0.000181703,0.000181703,0.000181703
92,2061,0.80975,0.42874,0.83563,0.19184,0.1203,0.09133,0.0381,2.9935,2.81642,1.23946,0.0001652,0.0001652,0.0001652
93,2082.66,0.80066,0.42203,0.83432,0.16292,0.10221,0.07629,0.02991,3.02395,2.91186,1.26227,0.000148696,0.000148696,0.000148696
94,2104.46,0.79928,0.42623,0.83434,0.17453,0.12594,0.09165,0.03812,3.02288,2.64247,1.27906,0.000132193,0.000132193,0.000132193
95,2126.18,0.79053,0.41389,0.83321,0.18306,0.12406,0.09023,0.03549,3.04543,2.73876,1.28004,0.00011569,0.00011569,0.00011569
96,2147.99,0.78972,0.41544,0.83329,0.18549,0.0968,0.07176,0.02801,3.02777,2.95383,1.27387,9.91865e-05,9.91865e-05,9.91865e-05
97,2169.79,0.7935,0.41975,0.83434,0.17379,0.11654,0.07914,0.03193,3.0119,2.86714,1.28509,8.26832e-05,8.26832e-05,8.26832e-05
98,2191.49,0.78183,0.41363,0.83055,0.15206,0.11278,0.06709,0.02745,3.04227,2.96334,1.30009,6.61799e-05,6.61799e-05,6.61799e-05
99,2213.27,0.78623,0.41151,0.83004,0.19255,0.13064,0.09628,0.03919,3.00673,2.77072,1.28875,4.96766e-05,4.96766e-05,4.96766e-05
100,2234.88,0.78838,0.41422,0.83371,0.16783,0.11372,0.0755,0.02832,3.01114,2.94057,1.30256,3.31733e-05,3.31733e-05,3.31733e-05
