epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,475.883,1.13515,0.59361,0.90382,0.13704,0.09868,0.05142,0.02112,3.07895,3.08252,1.30763,0.0011719,0.0011719,0.0011719
32,491.152,1.14071,0.58868,0.90119,0.14184,0.10056,0.06256,0.01896,3.23336,3.06487,1.31419,0.0011554,0.0011554,0.0011554
33,506.58,1.20088,0.61056,0.91104,0.17115,0.09868,0.07323,0.02834,3.14214,3.44893,1.33292,0.00113889,0.00113889,0.00113889
34,522.014,1.20031,0.62068,0.91169,0.06531,0.09948,0.03218,0.01069,3.20779,5.18297,1.3285,0.00112239,0.00112239,0.00112239
35,537.348,1.17284,0.60481,0.90868,0.15372,0.10902,0.06487,0.02411,3.11714,3.81782,1.31124,0.00110589,0.00110589,0.00110589
36,552.76,1.12926,0.60346,0.89425,0.12566,0.10244,0.06413,0.02562,3.12073,3.12146,1.30259,0.00108938,0.00108938,0.00108938
37,567.921,1.13128,0.59006,0.89817,0.10579,0.06955,0.03199,0.0106,3.35391,3.0922,1.38322,0.00107288,0.00107288,0.00107288
38,583.29,1.11391,0.59005,0.89894,0.16269,0.05921,0.052,0.01875,3.16862,3.16803,1.5339,0.00105638,0.00105638,0.00105638
39,598.502,1.13425,0.58702,0.89892,0.14601,0.09398,0.05974,0.02157,3.08254,3.04958,1.39908,0.00103987,0.00103987,0.00103987
40,613.751,1.12108,0.57574,0.89735,0.18005,0.09868,0.07152,0.02767,3.04887,2.95728,1.32794,0.00102337,0.00102337,0.00102337
41,629.027,1.11444,0.58804,0.89545,0.14176,0.09023,0.04629,0.01708,3.17696,4.00198,1.31525,0.00100687,0.00100687,0.00100687
42,644.376,1.09448,0.56836,0.89086,0.11901,0.08647,0.04416,0.0193,2.9828,3.68033,1.30736,0.000990365,0.000990365,0.000990365
43,659.779,1.14064,0.59418,0.89987,0.16723,0.09305,0.07081,0.02595,3.07824,3.04235,1.3616,0.000973861,0.000973861,0.000973861
44,675.169,1.10228,0.56999,0.8954,0.17887,0.09868,0.08195,0.03416,3.0095,2.98828,1.39553,0.000957358,0.000957358,0.000957358
45,690.557,1.08284,0.55667,0.88571,0.15537,0.09023,0.06651,0.02426,3.07344,3.0942,1.42063,0.000940855,0.000940855,0.000940855
46,705.915,1.13127,0.57316,0.89713,0.136,0.08835,0.05531,0.02052,3.12984,3.13078,1.44877,0.000924352,0.000924352,0.000924352
47,721.073,1.09734,0.57243,0.89306,0.19445,0.10714,0.08976,0.03546,3.00673,2.9833,1.32951,0.000907848,0.000907848,0.000907848
48,736.36,1.09386,0.57003,0.88946,0.14279,0.09586,0.05772,0.02048,2.99443,2.87945,1.32248,0.000891345,0.000891345,0.000891345
49,751.711,1.0947,0.56484,0.89087,0.17188,0.11278,0.07544,0.02872,3.10825,2.97106,1.37372,0.000874842,0.000874842,0.000874842
50,766.932,1.07232,0.54425,0.88651,0.14739,0.10338,0.06232,0.02356,3.09508,3.09475,1.35515,0.000858338,0.000858338,0.000858338
51,782.273,1.09522,0.5539,0.88842,0.16915,0.11654,0.07731,0.0294,3.05988,3.03431,1.34458,0.000841835,0.000841835,0.000841835
52,797.569,1.08622,0.55792,0.88865,0.18725,0.11278,0.08246,0.03209,3.08566,2.91914,1.39152,0.000825332,0.000825332,0.000825332
53,812.911,1.09357,0.55177,0.89046,0.2098,0.1189,0.09452,0.03473,3.05873,2.82487,1.34064,0.000808828,0.000808828,0.000808828
54,828.229,1.07393,0.54551,0.88367,0.18579,0.10996,0.08561,0.03648,2.95751,2.97999,1.38786,0.000792325,0.000792325,0.000792325
55,843.624,1.06527,0.53759,0.88451,0.65266,0.10244,0.07303,0.02734,3.21638,3.14836,1.39418,0.000775822,0.000775822,0.000775822
56,858.81,1.07165,0.54309,0.8853,0.14954,0.10338,0.07362,0.03155,2.9948,3.00309,1.32654,0.000759318,0.000759318,0.000759318
57,874.003,1.05186,0.53432,0.88344,0.14877,0.10526,0.07828,0.0358,2.94788,2.97655,1.36436,0.000742815,0.000742815,0.000742815
58,889.255,1.05226,0.53184,0.88206,0.16198,0.10996,0.08497,0.03221,2.96065,3.00776,1.35205,0.000726312,0.000726312,0.000726312
59,904.645,1.0578,0.5423,0.88233,0.13321,0.1109,0.06996,0.02898,2.95186,3.05245,1.2993,0.000709809,0.000709809,0.000709809
60,920.041,1.06332,0.54533,0.88355,0.70579,0.11307,0.09429,0.04139,2.96169,3.03834,1.37049,0.000693305,0.000693305,0.000693305
61,935.371,1.06896,0.54887,0.88459,0.20201,0.10056,0.07384,0.03137,3.0364,3.05174,1.33544,0.000676802,0.000676802,0.000676802
62,950.753,1.07057,0.56056,0.88735,0.17459,0.10244,0.07115,0.02807,3.1203,3.32159,1.39103,0.000660299,0.000660299,0.000660299
63,966.055,1.0465,0.5306,0.87888,0.19775,0.11936,0.10244,0.04234,2.92315,2.86487,1.35125,0.000643795,0.000643795,0.000643795
64,981.417,1.07182,0.53751,0.88283,0.18409,0.09586,0.06721,0.02473,3.01212,2.84526,1.26164,0.000627292,0.000627292,0.000627292
65,996.726,1.04853,0.52941,0.88086,0.20228,0.12876,0.10276,0.04154,2.95103,2.85896,1.31681,0.000610789,0.000610789,0.000610789
66,1012.12,1.05358,0.53386,0.87599,0.16556,0.1156,0.07299,0.02759,2.94457,2.89181,1.32277,0.000594286,0.000594286,0.000594286
67,1027.33,1.04731,0.5349,0.87666,0.18557,0.11278,0.08838,0.03619,2.936,2.92697,1.35429,0.000577782,0.000577782,0.000577782
68,1042.58,1.04198,0.52327,0.87669,0.18653,0.12688,0.10321,0.0425,2.90412,3.06254,1.33285,0.000561279,0.000561279,0.000561279
69,1057.92,1.03788,0.53103,0.87565,0.16051,0.06767,0.04641,0.01774,2.91983,3.24745,1.32034,0.000544776,0.000544776,0.000544776
70,1073.21,1.03174,0.52233,0.87155,0.17279,0.12507,0.08293,0.03364,2.9495,2.88208,1.34609,0.000528272,0.000528272,0.000528272
71,1088.47,1.03208,0.52193,0.87518,0.16799,0.10319,0.0705,0.0294,2.94009,2.87419,1.30886,0.000511769,0.000511769,0.000511769
72,1103.85,1.04491,0.52498,0.87712,0.15729,0.1109,0.08694,0.03611,2.99883,2.88843,1.33782,0.000495266,0.000495266,0.000495266
73,1119.09,1.04671,0.52377,0.8769,0.20383,0.1156,0.09833,0.04326,2.94607,3.01754,1.31204,0.000478762,0.000478762,0.000478762
74,1134.44,1.02593,0.51261,0.87049,0.16469,0.11748,0.0786,0.0286,3.04546,2.93157,1.33303,0.000462259,0.000462259,0.000462259
75,1149.78,1.04226,0.51809,0.87482,0.17392,0.12124,0.0947,0.03499,2.94606,3.18866,1.3453,0.000445756,0.000445756,0.000445756
76,1165.04,1.02503,0.51025,0.87401,0.12597,0.11237,0.04921,0.01712,2.99898,3.21037,1.39224,0.000429253,0.000429253,0.000429253
77,1180.37,1.03276,0.51358,0.87373,0.17878,0.1297,0.10046,0.04046,2.91619,2.83639,1.31576,0.000412749,0.000412749,0.000412749
78,1195.53,1.01649,0.50778,0.87153,0.10858,0.0803,0.04165,0.01502,3.01354,3.15936,1.33777,0.000396246,0.000396246,0.000396246
79,1210.74,1.00525,0.50165,0.86786,0.18732,0.13158,0.09914,0.0441,2.92558,2.65204,1.29264,0.000379743,0.000379743,0.000379743
80,1226.09,1.01649,0.50914,0.87016,0.17976,0.12782,0.09813,0.04294,2.93903,3.47153,1.34369,0.000363239,0.000363239,0.000363239
81,1241.34,1.00674,0.49883,0.8664,0.15881,0.1203,0.08355,0.03366,2.92867,3.13787,1.35675,0.000346736,0.000346736,0.000346736
82,1256.59,1.01046,0.49838,0.86732,0.2076,0.12406,0.10977,0.04879,2.83759,3.09175,1.30774,0.000330233,0.000330233,0.000330233
83,1271.88,1.01193,0.50371,0.86563,0.20788,0.1344,0.10484,0.04209,2.80944,2.92682,1.29568,0.000313729,0.000313729,0.000313729
84,1287.09,0.99221,0.48578,0.86866,0.10688,0.08459,0.04133,0.0147,2.9522,3.22893,1.33378,0.000297226,0.000297226,0.000297226
85,1302.3,1.0045,0.4993,0.8664,0.20285,0.13158,0.10655,0.04538,2.84244,2.87638,1.29394,0.000280723,0.000280723,0.000280723
86,1317.54,1.00639,0.49773,0.86958,0.19085,0.12406,0.09129,0.03824,2.83698,2.82453,1.32771,0.00026422,0.00026422,0.00026422
87,1332.78,1.01386,0.50102,0.8666,0.21454,0.12688,0.10709,0.04988,2.81279,2.70902,1.23988,0.000247716,0.000247716,0.000247716
88,1347.99,1.00378,0.4955,0.86886,0.21822,0.1297,0.1113,0.04751,2.84551,2.81724,1.30193,0.000231213,0.000231213,0.000231213
89,1363.23,0.99756,0.4916,0.86398,0.15473,0.10488,0.07255,0.02886,2.90237,3.20259,1.33646,0.00021471,0.00021471,0.00021471
90,1378.49,0.98373,0.47889,0.85969,0.14066,0.10996,0.07204,0.02791,2.90024,3.36377,1.33131,0.000198206,0.000198206,0.000198206
91,1397.3,0.98422,0.48368,0.85716,0.15147,0.125,0.07592,0.02907,2.94355,3.06707,1.32863,0.000181703,0.000181703,0.000181703
92,1412.18,0.99466,0.48449,0.86147,0.20275,0.14944,0.11244,0.04815,2.86399,2.97556,1.27097,0.0001652,0.0001652,0.0001652
93,1427.06,0.98737,0.48761,0.85985,0.18756,0.14098,0.10175,0.04144,2.88491,3.10116,1.29573,0.000148696,0.000148696,0.000148696
94,1441.97,0.9827,0.48329,0.86184,0.19528,0.14474,0.11151,0.0486,2.88389,2.87531,1.27438,0.000132193,0.000132193,0.000132193
95,1456.82,0.97574,0.47685,0.85757,0.25317,0.12821,0.12338,0.05122,2.83612,2.58852,1.18201,0.00011569,0.00011569,0.00011569
96,1471.75,0.96663,0.47667,0.85536,0.19276,0.14568,0.11045,0.04763,2.86855,2.69356,1.24669,9.91865e-05,9.91865e-05,9.91865e-05
97,1486.66,0.97151,0.47336,0.85789,0.17562,0.1391,0.09009,0.03578,2.84061,3.08086,1.25791,8.26832e-05,8.26832e-05,8.26832e-05
98,1501.59,0.97189,0.47374,0.85501,0.22667,0.12406,0.10586,0.04415,2.82838,2.7235,1.23886,6.61799e-05,6.61799e-05,6.61799e-05
99,1516.42,0.97104,0.47216,0.85693,0.20667,0.14635,0.11568,0.04981,2.85105,2.72713,1.22132,4.96766e-05,4.96766e-05,4.96766e-05
100,1531.38,0.9679,0.47125,0.85768,0.17437,0.1438,0.10191,0.04384,2.84929,2.80471,1.22483,3.31733e-05,3.31733e-05,3.31733e-05
