epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,1485.1,0.94521,0.48033,0.85904,0.11387,0.08741,0.05395,0.02142,3.03535,3.14702,1.41982,0.000742815,0.000742815,0.000742815
58,1511.06,0.93258,0.47065,0.8573,0.67847,0.10996,0.07643,0.03027,3.09292,3.15878,1.35043,0.000726312,0.000726312,0.000726312
59,1536.87,0.92826,0.47043,0.85762,0.10868,0.07519,0.03842,0.01344,3.02365,3.19995,1.36435,0.000709809,0.000709809,0.000709809
60,1562.78,0.91783,0.467,0.85579,0.13626,0.06015,0.0407,0.01368,3.20561,3.41927,1.38505,0.000693305,0.000693305,0.000693305
61,1588.78,0.92252,0.46594,0.8573,0.12357,0.10244,0.04642,0.01624,3.17513,2.98811,1.35581,0.000676802,0.000676802,0.000676802
62,1614.84,0.92006,0.46673,0.85527,0.14724,0.09398,0.06081,0.02256,3.05908,2.93403,1.29585,0.000660299,0.000660299,0.000660299
63,1640.88,0.91255,0.46058,0.85588,0.14227,0.08083,0.05479,0.01775,3.00476,3.04548,1.33226,0.000643795,0.000643795,0.000643795
64,1666.73,0.91006,0.45603,0.85283,0.17357,0.1109,0.0803,0.03417,3.00237,2.80639,1.29982,0.000627292,0.000627292,0.000627292
65,1692.81,0.97417,0.48488,0.86264,0.17789,0.10902,0.08458,0.03567,3.00048,2.96947,1.34771,0.000610789,0.000610789,0.000610789
66,1718.94,0.92172,0.46082,0.8539,0.17577,0.1109,0.08792,0.0366,2.99017,3.0726,1.26797,0.000594286,0.000594286,0.000594286
67,1744.98,0.88979,0.44922,0.85172,0.20279,0.11936,0.09207,0.03689,3.00543,3.05951,1.29852,0.000577782,0.000577782,0.000577782
68,1771.43,0.9023,0.4547,0.85065,0.14731,0.11188,0.06986,0.02629,3.06652,3.20332,1.26437,0.000561279,0.000561279,0.000561279
69,1797.42,0.88029,0.44013,0.84717,0.16449,0.12672,0.0871,0.03453,2.97554,3.01564,1.25124,0.000544776,0.000544776,0.000544776
70,1823.52,0.88967,0.45464,0.85019,0.11286,0.09918,0.05334,0.01939,3.04458,2.98331,1.26894,0.000528272,0.000528272,0.000528272
71,1849.49,0.89163,0.45185,0.8507,0.18123,0.12312,0.0897,0.03189,3.04098,2.89443,1.28535,0.000511769,0.000511769,0.000511769
72,1875.45,0.89732,0.45921,0.85153,0.09233,0.08365,0.03368,0.01159,3.0818,3.15414,1.3166,0.000495266,0.000495266,0.000495266
73,1901.61,0.88446,0.44516,0.84826,0.16649,0.12312,0.08858,0.03345,3.01866,3.01324,1.3262,0.000478762,0.000478762,0.000478762
74,1927.56,0.87597,0.44331,0.8468,0.144,0.1015,0.05533,0.0181,3.11036,3.03089,1.40664,0.000462259,0.000462259,0.000462259
75,1953.55,0.87399,0.4379,0.84625,0.13869,0.06313,0.03943,0.01396,3.10211,3.89023,1.33406,0.000445756,0.000445756,0.000445756
76,1979.73,0.87697,0.44333,0.84655,0.12368,0.11027,0.05161,0.01783,3.0741,3.11729,1.43048,0.000429253,0.000429253,0.000429253
77,2005.77,0.85857,0.4304,0.84257,0.14291,0.10526,0.05776,0.01989,3.03409,2.89515,1.39857,0.000412749,0.000412749,0.000412749
78,2031.8,0.87684,0.43716,0.84669,0.15552,0.10808,0.07131,0.02834,3.00645,3.03629,1.35962,0.000396246,0.000396246,0.000396246
79,2057.83,0.88227,0.43636,0.84822,0.16954,0.11748,0.08283,0.03147,2.99641,2.83985,1.34604,0.000379743,0.000379743,0.000379743
80,2083.9,0.88019,0.42896,0.84362,0.16414,0.11278,0.07186,0.02542,3.00602,2.87798,1.34313,0.000363239,0.000363239,0.000363239
81,2110,0.86284,0.43066,0.84282,0.19904,0.1109,0.08824,0.03924,3.02702,3.0582,1.25054,0.000346736,0.000346736,0.000346736
82,2136.06,0.86442,0.43194,0.84436,0.17286,0.10432,0.06469,0.02734,2.9526,2.85205,1.33284,0.000330233,0.000330233,0.000330233
83,2162.04,0.86932,0.4303,0.84535,0.18787,0.10902,0.08715,0.03405,3.023,2.85977,1.40236,0.000313729,0.000313729,0.000313729
84,2187.97,0.86138,0.42787,0.84218,0.2204,0.1156,0.09372,0.03827,2.92954,2.75599,1.30598,0.000297226,0.000297226,0.000297226
85,2213.88,0.86667,0.4324,0.84427,0.21282,0.11842,0.10495,0.0427,2.98561,2.84579,1.33772,0.000280723,0.000280723,0.000280723
86,2239.95,0.85995,0.4267,0.84315,0.16672,0.10996,0.07213,0.02772,2.99619,2.8674,1.36598,0.00026422,0.00026422,0.00026422
87,2265.96,0.85511,0.42705,0.84553,0.14482,0.10714,0.06679,0.02484,2.97831,2.94616,1.2709,0.000247716,0.000247716,0.000247716
88,2292.03,0.85595,0.42707,0.84052,0.20404,0.1257,0.101,0.0438,2.97427,2.84323,1.23991,0.000231213,0.000231213,0.000231213
89,2318.17,0.85127,0.42559,0.84094,0.1669,0.10808,0.07266,0.02671,2.97951,2.9606,1.31447,0.00021471,0.00021471,0.00021471
90,2344.23,0.8502,0.42174,0.83946,0.18087,0.12312,0.0872,0.03396,2.94436,2.80797,1.30372,0.000198206,0.000198206,0.000198206
91,2374.2,0.83346,0.41272,0.83588,0.18097,0.12124,0.08426,0.03164,2.99921,2.79058,1.30946,0.000181703,0.000181703,0.000181703
92,2399.65,0.8264,0.41091,0.83421,0.17157,0.11184,0.07803,0.03006,2.98937,2.83395,1.31756,0.0001652,0.0001652,0.0001652
93,2425.05,0.82977,0.41054,0.83457,0.10797,0.08647,0.03742,0.01239,3.0352,3.08999,1.37446,0.000148696,0.000148696,0.000148696
94,2450.58,0.83191,0.41237,0.83375,0.14501,0.10056,0.0561,0.01929,3.03906,2.97971,1.3287,0.000132193,0.000132193,0.000132193
95,2475.94,0.82509,0.40946,0.83298,0.16021,0.10902,0.07458,0.02864,2.98996,2.82086,1.3355,0.00011569,0.00011569,0.00011569
96,2501.29,0.82079,0.40479,0.83408,0.14731,0.1109,0.06256,0.02219,2.9963,2.86488,1.33719,9.91865e-05,9.91865e-05,9.91865e-05
97,2526.54,0.81607,0.40214,0.83204,0.15687,0.12218,0.06907,0.02571,2.99643,2.93574,1.31816,8.26832e-05,8.26832e-05,8.26832e-05
98,2551.77,0.81788,0.40307,0.83287,0.13307,0.1156,0.05957,0.02082,3.01335,2.99369,1.33329,6.61799e-05,6.61799e-05,6.61799e-05
99,2577.19,0.81537,0.40318,0.83007,0.18145,0.1156,0.07918,0.03001,2.99667,2.84779,1.31226,4.96766e-05,4.96766e-05,4.96766e-05
100,2602.51,0.81382,0.40123,0.8323,0.17201,0.12075,0.07952,0.02959,2.98166,2.87385,1.31336,3.31733e-05,3.31733e-05,3.31733e-05
