epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,932.021,1.10199,0.56296,0.89336,0.14633,0.09305,0.05509,0.02358,3.1767,3.11212,1.41625,0.000990365,0.000990365,0.000990365
43,954.233,1.11166,0.57787,0.89359,0.14601,0.09304,0.05594,0.02247,3.10848,3.59968,1.41633,0.000973861,0.000973861,0.000973861
44,976.323,1.12102,0.57482,0.89294,0.61471,0.07519,0.04118,0.01672,3.10184,3.13525,1.43012,0.000957358,0.000957358,0.000957358
45,998.407,1.12415,0.58861,0.89437,0.07257,0.04323,0.01812,0.00607,3.21391,3.15415,1.43564,0.000940855,0.000940855,0.000940855
46,1020.48,1.10818,0.57234,0.89348,0.12127,0.09211,0.04624,0.01777,3.03973,2.99137,1.41143,0.000924352,0.000924352,0.000924352
47,1042.64,1.08471,0.56359,0.88824,0.09756,0.08741,0.03683,0.0131,3.08275,3.58527,1.42004,0.000907848,0.000907848,0.000907848
48,1064.81,1.08067,0.55387,0.89032,0.15064,0.1015,0.07001,0.02751,3.0481,3.62151,1.41743,0.000891345,0.000891345,0.000891345
49,1087.03,1.09553,0.57701,0.8906,0.15212,0.08741,0.05847,0.02129,3.04181,3.17509,1.46571,0.000874842,0.000874842,0.000874842
50,1109.21,1.09701,0.56193,0.88935,0.15143,0.10779,0.07125,0.02396,3.1402,3.11549,1.47638,0.000858338,0.000858338,0.000858338
51,1131.37,1.0891,0.5586,0.8878,0.16294,0.0968,0.07064,0.02644,3.02448,2.92438,1.33991,0.000841835,0.000841835,0.000841835
52,1153.48,1.09875,0.55856,0.88683,0.15819,0.09305,0.06751,0.02517,3.07484,3.04243,1.36894,0.000825332,0.000825332,0.000825332
53,1175.52,1.08321,0.55636,0.8866,0.15528,0.0889,0.06237,0.02357,3.05133,3.12932,1.39416,0.000808828,0.000808828,0.000808828
54,1197.73,1.06175,0.5434,0.88199,0.14773,0.08459,0.06178,0.02585,2.90043,3.22271,1.27921,0.000792325,0.000792325,0.000792325
55,1219.88,1.05946,0.54413,0.88486,0.60806,0.09492,0.04776,0.01755,3.17058,3.42399,1.33083,0.000775822,0.000775822,0.000775822
56,1242.06,1.07717,0.55607,0.88745,0.18321,0.10056,0.08565,0.03413,3.01794,3.15004,1.35697,0.000759318,0.000759318,0.000759318
57,1264.25,1.08581,0.55656,0.88725,0.60649,0.08647,0.0402,0.01414,3.02521,3.05695,1.32073,0.000742815,0.000742815,0.000742815
58,1286.41,1.08197,0.54609,0.88273,0.20208,0.10455,0.09675,0.03913,2.93139,3.01996,1.35289,0.000726312,0.000726312,0.000726312
59,1308.57,1.05044,0.52979,0.87993,0.17253,0.10244,0.07032,0.02877,2.97437,3.00417,1.3341,0.000709809,0.000709809,0.000709809
60,1330.69,1.04858,0.53874,0.8818,0.14533,0.0968,0.07648,0.02938,3.03586,2.98787,1.37575,0.000693305,0.000693305,0.000693305
61,1352.88,1.04496,0.52355,0.87755,0.17128,0.07707,0.05533,0.0198,3.15851,3.17613,1.34189,0.000676802,0.000676802,0.000676802
62,1375.22,1.06189,0.53668,0.88474,0.15807,0.09398,0.0665,0.02761,2.97938,3.01332,1.36887,0.000660299,0.000660299,0.000660299
63,1397.32,1.0562,0.53559,0.88308,0.1718,0.10184,0.07402,0.03048,2.95791,2.93633,1.39195,0.000643795,0.000643795,0.000643795
64,1419.44,1.03078,0.51605,0.87369,0.17496,0.10902,0.08566,0.03273,2.95074,2.87589,1.38009,0.000627292,0.000627292,0.000627292
65,1441.6,1.04845,0.53266,0.87899,0.12054,0.09586,0.04954,0.01766,3.01355,3.0475,1.31849,0.000610789,0.000610789,0.000610789
66,1463.7,1.03171,0.52151,0.87752,0.17138,0.10714,0.07979,0.02917,2.98185,2.89347,1.32734,0.000594286,0.000594286,0.000594286
67,1485.79,1.06479,0.53109,0.87947,0.17203,0.11466,0.07936,0.03274,2.94018,2.87102,1.32911,0.000577782,0.000577782,0.000577782
68,1507.95,1.05156,0.53351,0.88253,0.13818,0.08929,0.05316,0.02111,3.02673,5.21284,1.34401,0.000561279,0.000561279,0.000561279
69,1530,1.03384,0.51843,0.87602,0.18491,0.10902,0.07896,0.03118,3.0039,2.81413,1.35783,0.000544776,0.000544776,0.000544776
70,1552.13,1.03811,0.51758,0.87623,0.18474,0.1109,0.08249,0.03485,3.05952,2.8407,1.35169,0.000528272,0.000528272,0.000528272
71,1574.18,1.03456,0.527,0.87719,0.11959,0.08271,0.05212,0.0216,3.0541,3.25261,1.4326,0.000511769,0.000511769,0.000511769
72,1596.28,1.03235,0.52297,0.87445,0.15032,0.07801,0.04347,0.01533,3.0112,3.28596,1.43887,0.000495266,0.000495266,0.000495266
73,1618.43,1.04758,0.53668,0.87799,0.20448,0.1156,0.09703,0.04046,2.98776,2.77539,1.27896,0.000478762,0.000478762,0.000478762
74,1640.56,1.02926,0.51706,0.87244,0.1524,0.10996,0.06597,0.02779,2.99868,3.02391,1.28249,0.000462259,0.000462259,0.000462259
75,1662.67,1.01452,0.50849,0.86961,0.18638,0.12312,0.10076,0.03792,2.9901,2.87239,1.36012,0.000445756,0.000445756,0.000445756
76,1684.84,1.02763,0.52246,0.87118,0.18398,0.11842,0.09746,0.03658,2.98608,2.82459,1.29433,0.000429253,0.000429253,0.000429253
77,1706.96,1.04269,0.51456,0.87401,0.17323,0.11936,0.09302,0.03846,2.95029,2.77819,1.34875,0.000412749,0.000412749,0.000412749
78,1729.16,1.0343,0.50781,0.87118,0.18775,0.11359,0.09926,0.04017,2.99119,2.82216,1.35812,0.000396246,0.000396246,0.000396246
79,1751.34,1.02744,0.50955,0.87184,0.1517,0.10432,0.08442,0.03546,3.00192,2.91185,1.37961,0.000379743,0.000379743,0.000379743
80,1773.43,0.99891,0.48589,0.86511,0.19584,0.09962,0.08925,0.03867,2.98512,2.87677,1.30646,0.000363239,0.000363239,0.000363239
